file,isin,fund_name,amc,category,fund_category,years_of_prediction,rmse,rmse_percent,cagr,sip_cagr,annualized_volatility,risk_band
AdityaBirlaSunLifeMoneyManagerDailyIDCWReinvestDirectPlan_INF209K01UT5.xlsx,INF209K01UT5,Aditya Birla Sun Life Money Manager Daily IDCW Reinvest Direct Plan,BirlaSunLifeMutualFund_MF,Debt - Bonds,Money Market Fund,12.07,0.0267,0.03,0.17,0.3,0.42,Low
AxisChildrensNoLockInIDCWReinvestDirectPlan_INF846K01WQ6.xlsx,INF846K01WQ6,Axis Childrens No Lock In IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Childrens Fund,9.02,2.8621,15.69,14.56,13.98,11.43,Low
AxisMidCapIDCWPayoutDirectPlan_INF846K01EF7.xlsx,INF846K01EF7,Axis Mid Cap IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Mid Cap Fund,11.98,6.1567,18.61,14.43,12.28,16.99,Medium
AxisEquityETFsFoFIDCWPayoutDirectPlan_INF846K012G7.xlsx,INF846K012G7,Axis Equity ETFs FoF IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Fund of Funds,2.81,0.7014,5.32,13.26,13.17,11.92,Low
AxisOvernightMonthlyIDCWReinvestDirectPlan_INF846K01N81.xlsx,INF846K01N81,Axis Overnight Monthly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Overnight Fund,5.93,0.3166,0.03,-0.12,-0.06,1.23,Low
AxisTreasuryAdvantageGrowthDirectPlan_INF846K01EN1.xlsx,INF846K01EN1,Axis Treasury Advantage Growth Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Low Duration Fund,11.96,127.1043,5.76,7.68,8.08,0.7,Low
AxisTreasuryAdvantageWeeklyIDCWReinvestDirectPlan_INF846K01ES0.xlsx,INF846K01ES0,Axis Treasury Advantage Weekly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Low Duration Fund,11.95,2.9742,0.3,0.02,0.01,1.01,Low
AxisEquitySavingQuarterlyIDCWPayoutDirectPlan_INF846K01VM7.xlsx,INF846K01VM7,Axis Equity Saving Quarterly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Equity Savings,9.33,0.9937,8.14,3.57,3.01,7.75,Low
AxisDynamicBondHalfYearlyIDCWPayoutDirectPlan_INF846K01DJ1.xlsx,INF846K01DJ1,Axis Dynamic Bond Half Yearly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Dynamic Bond,11.37,0.3749,3.23,4.1,5.02,5.53,Low
AxisELSSTaxSaverIDCWPayoutDirectPlan_INF846K01EX0.xlsx,INF846K01EX0,Axis ELSS Tax Saver IDCW Payout Direct Plan,AXISMUTUALFUND_MF,ELSS,ELSS,11.98,6.4195,17.09,10.7,8.04,16.51,Medium
AxisDynamicBondGrowthDirectPlan_INF846K01DI3.xlsx,INF846K01DI3,Axis Dynamic Bond Growth Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Dynamic Bond,11.96,3.5931,16.76,8.58,8.73,3.43,Low
AxisMultiAssetAllocationMonthlyIDCWPayoutDirectPlan_INF846K01ET8.xlsx,INF846K01ET8,Axis Multi Asset Allocation Monthly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Multi Asset Allocation,11.98,2.5838,14.03,6.47,6.42,10.44,Low
AxisFloaterQuarterlyIDCWReinvestDirectPlan_INF846K010B2.xlsx,INF846K010B2,Axis Floater Quarterly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Floater Fund,3.38,21.7144,1.96,7.39,8.06,1.87,Low
AxisMoneyMarketGrowthDirectPlan_INF846K01Q62.xlsx,INF846K01Q62,Axis Money Market Growth Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Money Market Fund,5.37,30.2829,2.5,7.62,7.99,0.68,Low
AxisESGIntegrationStrategyGrowthDirectPlan_INF846K01W23.xlsx,INF846K01W23,Axis ESG Integration Strategy Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Equity - ESG Fund,4.84,1.902,10.96,18.21,16.18,13.09,Low
AxisMoneyMarketMonthlyIDCWPayoutDirectPlan_INF846K01R12.xlsx,INF846K01R12,Axis Money Market Monthly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Money Market Fund,5.37,0.9567,0.09,0.15,0.19,1.96,Low
AxisQuantIDCWReinvestDirectPlan_INF846K010A4.xlsx,INF846K010A4,Axis Quant IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Sectoral/Thematic,3.46,1.3519,9.84,20.54,15.34,14.18,Low
AxisUltraShortDurationGrowthDirectPlan_INF846K01F40.xlsx,INF846K01F40,Axis Ultra Short Duration Growth Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Ultra Short Duration Fund,6.26,0.3357,2.63,7.54,7.83,0.55,Low
AxisGlobalEquityAlphaFoFGrowthDirectPlan_INF846K01X06.xlsx,INF846K01X06,Axis Global Equity Alpha FoF Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Fund of Funds,4.21,1.2786,8.75,19.49,21.65,16.97,Medium
AxisMoneyMarketAnnualIDCWReinvestDirectPlan_INF846K01Q88.xlsx,INF846K01Q88,Axis Money Market Annual IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Money Market Fund,5.37,14.0395,1.22,4.1,4.06,3.0,Low
AxisDynamicBondHalfYearlyIDCWReinvestDirectPlan_INF846K01DK9.xlsx,INF846K01DK9,Axis Dynamic Bond Half Yearly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Dynamic Bond,11.37,0.3749,3.23,4.1,5.02,5.53,Low
AxisFocusedGrowthDirectPlan_INF846K01CQ8.xlsx,INF846K01CQ8,Axis Focused Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Focused Fund,11.98,6.5273,19.57,15.85,15.99,16.12,Medium
AxisSmallCapIDCWReinvestDirectPlan_INF846K01K50.xlsx,INF846K01K50,Axis Small Cap IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Small Cap Fund,11.04,6.0403,19.5,14.94,11.17,17.07,Medium
AxisMoneyMarketDailyIDCWReinvestDirectPlan_INF846K01Q70.xlsx,INF846K01Q70,Axis Money Market Daily IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Money Market Fund,5.36,0.3077,0.03,0.01,0.01,0.54,Low
AxisIncomePlusArbitrageActiveFoFHalfYearlyIDCWPayoutDirectPlan_INF846K01U74.xlsx,INF846K01U74,Axis Income Plus Arbitrage Active FoF Half Yearly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Fund of Funds,3.51,0.2834,2.57,4.68,3.61,3.53,Low
AxisShortDurationMonthlyIDCWReinvestDirectPlan_INF846K01EK7.xlsx,INF846K01EK7,Axis Short Duration Monthly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Short Duration Fund,11.93,0.0525,0.52,0.32,0.3,2.87,Low
AxisOvernightMonthlyIDCWPayoutDirectPlan_INF846K01N73.xlsx,INF846K01N73,Axis Overnight Monthly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Overnight Fund,5.93,0.3166,0.03,-0.12,-0.06,1.23,Low
AxisMultiAssetAllocationMonthlyIDCWReinvestDirectPlan_INF846K01EU6.xlsx,INF846K01EU6,Axis Multi Asset Allocation Monthly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Multi Asset Allocation,11.98,2.5838,14.03,6.47,6.42,10.44,Low
AxisLargeCapGrowthDirectPlan_INF846K01DP8.xlsx,INF846K01DP8,Axis Large Cap Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Large Cap Fund,11.98,7.3545,20.8,17.05,15.56,14.95,Low
AxisRetirementConservativeGrowthDirectPlan_INF846K01T69.xlsx,INF846K01T69,Axis Retirement Conservative Growth Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Retirement Fund,4.97,1.2854,9.33,11.92,11.9,5.65,Low
AxisStrategicBondQuarterlyIDCWReinvestDirectPlan_INF846K01DX2.xlsx,INF846K01DX2,Axis Strategic Bond Quarterly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Medium Duration Fund,11.93,0.2478,2.32,0.84,0.82,4.85,Low
AxisNifty50IndexIDCWPayoutDirectPlan_INF846K014D0.xlsx,INF846K014D0,Axis Nifty 50 Index IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Index Funds,3.04,1.0118,8.17,18.34,16.07,12.8,Low
AxisNifty100IndexIDCWPayoutDirectPlan_INF846K01S37.xlsx,INF846K01S37,Axis Nifty 100 Index IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Index Funds,5.16,1.9598,12.05,18.71,16.48,15.15,Medium
AxisMoneyMarketAnnualIDCWPayoutDirectPlan_INF846K01Q96.xlsx,INF846K01Q96,Axis Money Market Annual IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Money Market Fund,5.37,14.0395,1.22,4.1,4.06,3.0,Low
AxisShortDurationWeeklyIDCWPayoutDirectPlan_INF846K01EL5.xlsx,INF846K01EL5,Axis Short Duration Weekly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Short Duration Fund,11.96,0.0076,0.07,0.03,-0.08,1.83,Low
AxisGoldGrowthDirectPlan_INF846K01DS2.xlsx,INF846K01DS2,Axis Gold Growth Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Fund of Funds,11.98,2.7806,19.37,22.61,27.23,14.0,Low
AxisNifty50IndexGrowthDirectPlan_INF846K013D2.xlsx,INF846K013D2,Axis Nifty 50 Index Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Index Funds,3.04,1.0056,8.12,18.34,16.07,12.8,Low
AxisIncomePlusArbitrageActiveFoFRegularIDCWPayoutDirectPlan_INF846K01U90.xlsx,INF846K01U90,Axis Income Plus Arbitrage Active FoF Regular IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Fund of Funds,4.87,0.5898,4.8,8.35,8.86,1.59,Low
AxisUltraShortDurationMonthlyIDCWPayoutDirectPlan_INF846K01F99.xlsx,INF846K01F99,Axis Ultra Short Duration Monthly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Ultra Short Duration Fund,6.26,0.0091,0.09,0.08,0.02,1.97,Low
AxisTreasuryAdvantageMonthlyIDCWPayoutDirectPlan_INF846K01EO9.xlsx,INF846K01EO9,Axis Treasury Advantage Monthly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Low Duration Fund,11.95,2.3741,0.24,0.0,-0.08,2.3,Low
AxisSmallCapGrowthDirectPlan_INF846K01K35.xlsx,INF846K01K35,Axis Small Cap Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Small Cap Fund,11.04,10.4907,21.33,25.64,22.5,14.86,Low
AxisNiftyNext50IndexGrowthDirectPlan_INF846K019E7.xlsx,INF846K019E7,Axis Nifty Next 50 Index Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Index Funds,2.89,0.912,6.76,18.2,19.98,17.6,Medium
AxisLiquidWeeklyIDCWReinvestDirectPlan_INF846K01DC6.xlsx,INF846K01DC6,Axis Liquid Weekly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Liquid Fund,12.04,0.1607,0.02,-0.02,-0.02,0.74,Low
AxisIncomePlusArbitrageActiveFoFMonthlyIDCWReinvestDirectPlan_INF846K01U33.xlsx,INF846K01U33,Axis Income Plus Arbitrage Active FoF Monthly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Fund of Funds,4.87,0.599,4.87,8.34,8.85,1.59,Low
AxisFlexiCapIDCWPayoutDirectPlan_INF846K01B02.xlsx,INF846K01B02,Axis Flexi Cap IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Flexi Cap Fund,7.07,1.551,10.77,14.19,13.46,17.83,Medium
AxisMoneyMarketMonthlyIDCWReinvestDirectPlan_INF846K01R04.xlsx,INF846K01R04,Axis Money Market Monthly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Money Market Fund,5.37,0.9567,0.09,0.15,0.19,1.96,Low
AxisFloaterDailyIDCWReinvestDirectPlan_INF846K011B0.xlsx,INF846K011B0,Axis Floater Daily IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Floater Fund,3.38,1.47,0.15,0.11,-0.16,1.74,Low
AxisIncomePlusArbitrageActiveFoFMonthlyIDCWPayoutDirectPlan_INF846K01U41.xlsx,INF846K01U41,Axis Income Plus Arbitrage Active FoF Monthly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Fund of Funds,4.87,0.599,4.87,8.34,8.85,1.59,Low
AxisNifty50IndexIDCWReinvestDirectPlan_INF846K015D7.xlsx,INF846K015D7,Axis Nifty 50 Index IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Index Funds,3.04,1.0118,8.17,18.34,16.07,12.8,Low
AxisGreaterChinaEquityFoFIDCWReinvestDirectPlan_INF846K01Y54.xlsx,INF846K01Y54,Axis Greater China Equity FoF IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Fund of Funds,3.82,0.4549,6.11,2.21,10.72,24.45,Medium
AxisInnovationIDCWReinvestDirectPlan_INF846K01X97.xlsx,INF846K01X97,Axis Innovation IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Sectoral/Thematic,3.98,1.2905,8.81,16.37,13.28,14.67,Low
AxisNiftySmallcap50IndexIDCWReinvestDirectPlan_INF846K015H8.xlsx,INF846K015H8,Axis Nifty Smallcap 50 Index IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Index Funds,2.78,0.9355,6.54,26.32,28.99,19.68,Medium
AxisOvernightWeeklyIDCWReinvestDirectPlan_INF846K01N57.xlsx,INF846K01N57,Axis Overnight Weekly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Overnight Fund,5.73,0.1133,0.01,-0.01,-0.01,0.55,Low
AxisOvernightDailyIDCWReinvestDirectPlan_INF846K01N99.xlsx,INF846K01N99,Axis Overnight Daily IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Overnight Fund,5.93,0.0001,0.0,0.0,0.0,0.0,Low
AxisIncomePlusArbitrageActiveFoFAnnualIDCWReinvestDirectPlan_INF846K01U17.xlsx,INF846K01U17,Axis Income Plus Arbitrage Active FoF Annual IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Fund of Funds,4.87,0.462,3.88,6.2,6.47,2.43,Low
AxisInnovationGrowthDirectPlan_INF846K01X71.xlsx,INF846K01X71,Axis Innovation Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Sectoral/Thematic,3.98,1.4806,10.03,20.1,19.35,13.96,Low
AxisGiltRegularIDCWReinvestDirectPlan_INF846K01DH5.xlsx,INF846K01DH5,Axis Gilt Regular IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Gilt Fund,11.94,0.0735,0.73,0.25,-0.4,5.14,Low
AxisUltraShortDurationRegularIDCWPayoutDirectPlan_INF846K01G15.xlsx,INF846K01G15,Axis Ultra Short Duration Regular IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Ultra Short Duration Fund,6.26,0.3465,2.71,7.53,7.83,0.55,Low
AxisELSSTaxSaverIDCWReinvestDirectPlan_INF846K01EY8.xlsx,INF846K01EY8,Axis ELSS Tax Saver IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,ELSS,ELSS,11.98,6.4195,17.09,10.7,8.04,16.51,Medium
AxisRetirementDynamicIDCWPayoutDirectPlan_INF846K01T36.xlsx,INF846K01T36,Axis Retirement Dynamic IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Retirement Fund,4.98,1.7714,11.62,19.24,18.39,10.99,Low
AxisEquitySavingMonthlyIDCWPayoutDirectPlan_INF846K01VK1.xlsx,INF846K01VK1,Axis Equity Saving Monthly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Equity Savings,9.33,0.8964,7.46,3.89,3.29,7.36,Low
AxisFloaterMonthlyIDCWPayoutDirectPlan_INF846K018A7.xlsx,INF846K018A7,Axis Floater Monthly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Floater Fund,3.38,2.4219,0.24,0.28,0.11,3.01,Low
AxisELSSTaxSaverGrowthDirectPlan_INF846K01EW2.xlsx,INF846K01EW2,Axis ELSS Tax Saver Growth Direct Plan,AXISMUTUALFUND_MF,ELSS,ELSS,11.98,11.1534,20.47,18.93,17.53,15.53,Medium
AxisGlobalInnovationFoFIDCWReinvestDirectPlan_INF846K01Z46.xlsx,INF846K01Z46,Axis Global Innovation FoF IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Fund of Funds,3.54,1.0328,9.38,20.02,21.33,21.43,Medium
AxisFloaterQuarterlyIDCWPayoutDirectPlan_INF846K019A5.xlsx,INF846K019A5,Axis Floater Quarterly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Floater Fund,3.38,21.7144,1.96,7.39,8.06,1.87,Low
AxisRetirementAggressiveGrowthDirectPlan_INF846K01S86.xlsx,INF846K01S86,Axis Retirement Aggressive Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Retirement Fund,4.98,1.6914,11.5,18.93,18.04,11.33,Low
AxisMidCapGrowthDirectPlan_INF846K01EH3.xlsx,INF846K01EH3,Axis Mid Cap Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Mid Cap Fund,11.98,11.964,22.65,25.23,23.48,15.12,Medium
AxisOvernightWeeklyIDCWPayoutDirectPlan_INF846K01N40.xlsx,INF846K01N40,Axis Overnight Weekly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Overnight Fund,5.73,0.1133,0.01,-0.01,-0.01,0.55,Low
AxisEquityETFsFoFIDCWReinvestDirectPlan_INF846K013G5.xlsx,INF846K013G5,Axis Equity ETFs FoF IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Fund of Funds,2.81,0.7014,5.32,13.26,13.17,11.92,Low
AxisTreasuryAdvantageWeeklyIDCWPayoutDirectPlan_INF846K01ER2.xlsx,INF846K01ER2,Axis Treasury Advantage Weekly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Low Duration Fund,11.95,2.9742,0.3,0.02,0.01,1.01,Low
AxisLargeMidCapGrowthDirectPlan_INF846K01J46.xlsx,INF846K01J46,Axis Large & Mid Cap Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Large & Mid Cap fund,6.14,3.3817,15.71,23.33,21.23,15.36,Medium
AxisUltraShortDurationWeeklyIDCWPayoutDirectPlan_INF846K01F73.xlsx,INF846K01F73,Axis Ultra Short Duration Weekly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Ultra Short Duration Fund,6.26,0.0015,0.02,0.02,0.03,0.89,Low
AxisUltraShortDurationRegularIDCWReinvestDirectPlan_INF846K01G07.xlsx,INF846K01G07,Axis Ultra Short Duration Regular IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Ultra Short Duration Fund,6.26,0.3465,2.71,7.53,7.83,0.55,Low
AxisGlobalInnovationFoFGrowthDirectPlan_INF846K01Z20.xlsx,INF846K01Z20,Axis Global Innovation FoF Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Fund of Funds,3.54,1.0596,9.62,20.04,21.37,21.45,Medium
AxisNiftyMidcap50IndexGrowthDirectPlan_INF846K019H0.xlsx,INF846K019H0,Axis Nifty Midcap 50 Index Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Index Funds,2.73,1.0275,6.65,26.74,25.95,17.21,Medium
AxisUltraShortDurationDailyIDCWReinvestDirectPlan_INF846K01F57.xlsx,INF846K01F57,Axis Ultra Short Duration Daily IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Ultra Short Duration Fund,6.26,0.0006,0.01,0.0,0.0,0.37,Low
AxisCrisilSDL2027DebtIndexIDCWPayoutDirectPlan_INF846K018G4.xlsx,INF846K018G4,Axis Crisil SDL 2027 Debt Index IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Index Funds - Fixed Income,2.8,0.3101,2.81,7.31,8.59,1.27,Low
AxisLargeMidCapIDCWReinvestDirectPlan_INF846K01J61.xlsx,INF846K01J61,Axis Large & Mid Cap IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Large & Mid Cap fund,6.14,2.6264,14.16,15.57,11.97,16.26,Medium
AxisLargeCapIDCWPayoutDirectPlan_INF846K01DN3.xlsx,INF846K01DN3,Axis Large Cap IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Large Cap Fund,11.98,3.1169,16.76,12.16,9.98,16.89,Medium
AxisFocusedIDCWPayoutDirectPlan_INF846K01CO3.xlsx,INF846K01CO3,Axis Focused IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Focused Fund,11.98,4.4901,16.73,5.58,5.48,17.36,Medium
AxisLiquidWeeklyIDCWPayoutDirectPlan_INF846K01DB8.xlsx,INF846K01DB8,Axis Liquid Weekly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Liquid Fund,12.04,0.1607,0.02,-0.02,-0.02,0.74,Low
AxisGreaterChinaEquityFoFGrowthDirectPlan_INF846K01Y39.xlsx,INF846K01Y39,Axis Greater China Equity FoF Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Fund of Funds,3.82,0.4544,6.1,2.21,10.69,24.51,Medium
AxisIncomePlusArbitrageActiveFoFRegularIDCWReinvestDirectPlan_INF846K01V08.xlsx,INF846K01V08,Axis Income Plus Arbitrage Active FoF Regular IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Fund of Funds,4.87,0.5898,4.8,8.35,8.86,1.59,Low
AxisEquitySavingRegularIDCWReinvestDirectPlan_INF846K01XQ4.xlsx,INF846K01XQ4,Axis Equity Saving Regular IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Equity Savings,8.28,0.7494,5.89,2.7,0.81,10.51,Low
AxisShortDurationRegularIDCWReinvestDirectPlan_INF846K01RI3.xlsx,INF846K01RI3,Axis Short Duration Regular IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Short Duration Fund,8.9,1.531,10.13,8.28,8.9,1.52,Low
AxisGiltHalfYearlyIDCWPayoutDirectPlan_INF846K01DF9.xlsx,INF846K01DF9,Axis Gilt Half Yearly IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Gilt Fund,11.34,0.3326,3.0,5.7,6.76,6.5,Low
AxisEquitySavingQuarterlyIDCWReinvestDirectPlan_INF846K01VN5.xlsx,INF846K01VN5,Axis Equity Saving Quarterly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Equity Savings,9.33,0.9937,8.14,3.57,3.01,7.75,Low
AxisEquityETFsFoFGrowthDirectPlan_INF846K011G9.xlsx,INF846K011G9,Axis Equity ETFs FoF Growth Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Fund of Funds,2.81,0.6908,5.24,13.26,13.17,11.92,Low
AxisGreaterChinaEquityFoFIDCWPayoutDirectPlan_INF846K01Y47.xlsx,INF846K01Y47,Axis Greater China Equity FoF IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Fund of Funds,3.82,0.4549,6.11,2.21,10.72,24.45,Medium
AxisFloaterAnnualIDCWReinvestDirectPlan_INF846K015A3.xlsx,INF846K015A3,Axis Floater Annual IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Floater Fund,3.38,22.2811,1.97,8.08,8.62,1.86,Low
AxisMoneyMarketQuarterlyIDCWReinvestDirectPlan_INF846K01R20.xlsx,INF846K01R20,Axis Money Market Quarterly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Money Market Fund,5.37,12.9797,1.21,3.46,3.99,1.93,Low
AxisUltraShortDurationWeeklyIDCWReinvestDirectPlan_INF846K01F65.xlsx,INF846K01F65,Axis Ultra Short Duration Weekly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Ultra Short Duration Fund,6.26,0.0015,0.02,0.02,0.03,0.89,Low
AxisFlexiCapGrowthDirectPlan_INF846K01B28.xlsx,INF846K01B28,Axis Flexi Cap Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Flexi Cap Fund,7.07,2.8566,15.68,20.1,19.2,16.05,Medium
AxisIncomePlusArbitrageActiveFoFAnnualIDCWPayoutDirectPlan_INF846K01U25.xlsx,INF846K01U25,Axis Income Plus Arbitrage Active FoF Annual IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Fund of Funds,4.87,0.462,3.88,6.2,6.47,2.43,Low
AxisFloaterGrowthDirectPlan_INF846K014A6.xlsx,INF846K014A6,Axis Floater Growth Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Floater Fund,3.38,25.1918,2.2,8.69,9.29,1.8,Low
AxisIncomePlusArbitrageActiveFoFHalfYearlyIDCWReinvestDirectPlan_INF846K01U82.xlsx,INF846K01U82,Axis Income Plus Arbitrage Active FoF Half Yearly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Fund of Funds,3.51,0.2834,2.57,4.68,3.61,3.53,Low
AxisRetirementAggressiveIDCWPayoutDirectPlan_INF846K01S94.xlsx,INF846K01S94,Axis Retirement Aggressive IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Equity,Retirement Fund,4.98,1.6525,11.26,18.91,18.01,11.31,Low
AxisRetirementDynamicGrowthDirectPlan_INF846K01T28.xlsx,INF846K01T28,Axis Retirement Dynamic Growth Direct Plan,AXISMUTUALFUND_MF,Equity,Retirement Fund,4.98,1.807,11.73,19.34,18.43,10.99,Low
AxisFloaterMonthlyIDCWReinvestDirectPlan_INF846K017A9.xlsx,INF846K017A9,Axis Floater Monthly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Floater Fund,3.38,2.4219,0.24,0.28,0.11,3.01,Low
AxisLargeCapIDCWReinvestDirectPlan_INF846K01DO1.xlsx,INF846K01DO1,Axis Large Cap IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Large Cap Fund,11.98,3.1169,16.76,12.16,9.98,16.89,Medium
AxisTreasuryAdvantageMonthlyIDCWReinvestDirectPlan_INF846K01EP6.xlsx,INF846K01EP6,Axis Treasury Advantage Monthly IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Low Duration Fund,11.95,2.3741,0.24,0.0,-0.08,2.3,Low
AxisGiltRegularIDCWPayoutDirectPlan_INF846K01DG7.xlsx,INF846K01DG7,Axis Gilt Regular IDCW Payout Direct Plan,AXISMUTUALFUND_MF,Debt - Bonds,Gilt Fund,11.94,0.0735,0.73,0.25,-0.4,5.14,Low
AxisESGIntegrationStrategyIDCWReinvestDirectPlan_INF846K01W49.xlsx,INF846K01W49,Axis ESG Integration Strategy IDCW Reinvest Direct Plan,AXISMUTUALFUND_MF,Equity,Equity - ESG Fund,4.84,1.0446,6.87,8.29,5.05,15.11,Medium
